,Gender,Age_Group,Race_or_Ethnicity,Education,Observed_Rate,Ideal_Rate,LogDisparity,user_n,pValue,BH_p
269,Male,40-59,NH Black,HSG/GED,0.009534346,0.009982222,-0.046357322,293,0.429651363,0.437967196
270,Male,40-59,NH Black,Some college/TS,0.009274023,0.008534873,0.083802577,285,0.158957348,0.166326231
271,Male,40-59,NH Black,>=College grad,0.001724643,0.003694535,-0.763809998,53,1.26E-08,1.54E-08
272,Male,40-59,NH White,<HSG,0.006215222,0.012907396,-0.737555764,191,2.66E-25,4.00E-25
273,Male,40-59,NH White,HSG/GED,0.01435033,0.03253863,-0.837280524,441,3.31E-72,5.81E-72
274,Male,40-59,NH White,Some college/TS,0.019296476,0.043780238,-0.844542477,593,1.06E-97,1.99E-97
275,Male,40-59,NH White,>=College grad,0.005401712,0.038280266,-1.991834508,166,3.02E-198,6.11E-198
276,Male,40-59,Other,<HSG,0.000227783,0.001205077,-1.666883003,7,7.89E-07,9.09E-07
277,Male,40-59,Other,HSG/GED,0.000227783,0.002233757,-2.285055265,7,9.43E-14,1.28E-13
278,Male,40-59,Other,Some college/TS,0.000357945,0.002289677,-1.857721906,11,1.39E-12,1.86E-12
279,Male,40-59,Other,>=College grad,6.51E-05,0.00093633,-2.667208827,2,2.83E-10,3.53E-10
280,Male,59+,Hispanic,<HSG,0.03244281,0.009837265,1.216395862,997,0,0
281,Male,59+,Hispanic,HSG/GED,0.014545573,0.003245325,1.511472947,447,8.56E-266,1.83E-265
282,Male,59+,Hispanic,Some college/TS,0.012593147,0.003290735,1.35141889,387,2.44E-178,4.87E-178
283,Male,59+,Hispanic,>=College grad,0.002115128,0.002025961,0.043160397,65,0.7281188,0.7281188
284,Male,59+,NH Asian,<HSG,0.000813511,0.003576634,-1.48358744,25,4.90E-16,6.79E-16
285,Male,59+,NH Asian,HSG/GED,0.001008753,0.001566822,-0.440892596,31,0.013380867,0.01428498
286,Male,59+,NH Asian,Some college/TS,0.002180209,0.001432956,0.420429555,67,0.000534218,0.000586156
287,Male,59+,NH Asian,>=College grad,0.000715889,0.002748157,-1.347195759,22,1.01E-11,1.31E-11
288,Male,59+,NH Black,<HSG,0.058768019,0.005441622,2.43462984,1806,0,0
289,Male,59+,NH Black,HSG/GED,0.026097426,0.006099711,1.473920978,802,0,0
290,Male,59+,NH Black,Some college/TS,0.026910937,0.006479823,1.444618396,827,0,0
291,Male,59+,NH Black,>=College grad,0.004067554,0.003256971,0.223057677,125,0.012633167,0.013578506
292,Male,59+,NH White,<HSG,0.061338713,0.013589411,1.556738293,1885,0,0
293,Male,59+,NH White,HSG/GED,0.079821678,0.034582734,0.884433522,2453,0,0
294,Male,59+,NH White,Some college/TS,0.08899808,0.043115573,0.773868149,2735,0,0
295,Male,59+,NH White,>=College grad,0.026064886,0.057575253,-0.82539242,801,2.60E-124,5.01E-124
296,Male,59+,Other,<HSG,0.001236536,0.000871893,0.349768107,38,0.030327807,0.032159688
297,Male,59+,Other,HSG/GED,0.000911132,0.002348899,-0.948454117,28,1.92E-07,2.29E-07
298,Male,59+,Other,Some college/TS,0.001301617,0.003755209,-1.061996195,40,2.03E-12,2.68E-12
299,Male,59+,Other,>=College grad,0.000455566,0.003667017,-2.088811317,14,1.23E-20,1.75E-20
300,Female,18-39,Hispanic,<HSG,0,0.003286615,#NAME?,0,#NAME?,#NAME?
301,Female,18-39,Hispanic,HSG/GED,0,0.00329599,#NAME?,0,#NAME?,#NAME?
302,Female,18-39,Hispanic,Some college/TS,0,0.002666356,#NAME?,0,#NAME?,#NAME?
303,Female,18-39,Hispanic,>=College grad,0,0.00092945,#NAME?,0,#NAME?,#NAME?
304,Female,18-39,NH Asian,<HSG,0,0.000240886,#NAME?,0,#NAME?,#NAME?
305,Female,18-39,NH Asian,HSG/GED,0,0.000272101,#NAME?,0,#NAME?,#NAME?
306,Female,18-39,NH Asian,Some college/TS,0,0.000543476,#NAME?,0,#NAME?,#NAME?
307,Female,18-39,NH Asian,>=College grad,0,0.000660769,#NAME?,0,#NAME?,#NAME?
308,Female,18-39,NH Black,<HSG,0,0.002561329,#NAME?,0,#NAME?,#NAME?
309,Female,18-39,NH Black,HSG/GED,0,0.002296636,#NAME?,0,#NAME?,#NAME?
310,Female,18-39,NH Black,Some college/TS,0,0.007539058,#NAME?,0,#NAME?,#NAME?
311,Female,18-39,NH Black,>=College grad,0,0.001843214,#NAME?,0,#NAME?,#NAME?
312,Female,18-39,NH White,<HSG,0,0.003623021,#NAME?,0,#NAME?,#NAME?
313,Female,18-39,NH White,HSG/GED,0,0.005823794,#NAME?,0,#NAME?,#NAME?
314,Female,18-39,NH White,Some college/TS,0,0.008026442,#NAME?,0,#NAME?,#NAME?
315,Female,18-39,NH White,>=College grad,0,0.00969693,#NAME?,0,#NAME?,#NAME?
316,Female,18-39,Other,<HSG,0,0.000474589,#NAME?,0,#NAME?,#NAME?
317,Female,18-39,Other,HSG/GED,0,0.000924446,#NAME?,0,#NAME?,#NAME?
318,Female,18-39,Other,Some college/TS,0,0.003097529,#NAME?,0,#NAME?,#NAME?
319,Female,18-39,Other,>=College grad,0,0.001231116,#NAME?,0,#NAME?,#NAME?
320,Female,40-59,Hispanic,<HSG,0.012365364,0.0118121,0.046334968,380,0.369338401,0.378931606
321,Female,40-59,Hispanic,HSG/GED,0.005336631,0.003294379,0.484427921,164,4.16E-10,5.14E-10
322,Female,40-59,Hispanic,Some college/TS,0.004848524,0.007415466,-0.427476176,149,1.56E-07,1.88E-07
323,Female,40-59,Hispanic,>=College grad,0.000455566,0.003692224,-2.095687078,14,8.36E-21,1.21E-20
324,Female,40-59,NH Asian,<HSG,0.000260323,0.00105703,-1.402090866,8,1.72E-05,1.96E-05
325,Female,40-59,NH Asian,HSG/GED,6.51E-05,0.001030661,-2.763291388,2,1.63E-11,2.09E-11
326,Female,40-59,NH Asian,Some college/TS,0.000390485,0.002007528,-1.638888422,12,2.40E-10,3.01E-10
327,Female,40-59,NH Asian,>=College grad,9.76E-05,0.003109136,-3.464020852,3,8.03E-37,1.24E-36
328,Female,40-59,NH Black,<HSG,0.012918551,0.004948072,0.967708792,397,3.15E-88,5.86E-88
329,Female,40-59,NH Black,HSG/GED,0.012918551,0.008282895,0.449157095,397,3.07E-19,4.32E-19
330,Female,40-59,NH Black,Some college/TS,0.011844717,0.012577922,-0.060803401,364,0.248770092,0.258589965
331,Female,40-59,NH Black,>=College grad,0.001561941,0.010757024,-1.938881954,48,4.85E-55,8.06E-55
332,Female,40-59,NH White,<HSG,0.005369171,0.009138798,-0.535652467,165,3.80E-12,4.96E-12
333,Female,40-59,NH White,HSG/GED,0.012560607,0.020605843,-0.503190165,386,3.15E-23,4.65E-23
334,Female,40-59,NH White,Some college/TS,0.011486772,0.042956897,-1.35135468,353,5.15E-163,1.02E-162
335,Female,40-59,NH White,>=College grad,0.001008753,0.018744816,-2.940115433,31,2.60E-116,4.95E-116
336,Female,40-59,Other,<HSG,0.000162702,0,-8888888,5,-8888888,-26498949.13
337,Female,40-59,Other,HSG/GED,0.000227783,0.000848006,-1.315114991,7,0.00018752,0.000208649
338,Female,40-59,Other,Some college/TS,0.000357945,0.00510239,-2.661843195,11,1.74E-31,2.65E-31
339,Female,40-59,Other,>=College grad,9.76E-05,0.003390335,-3.550886729,3,1.93E-40,3.08E-40
340,Female,59+,Hispanic,<HSG,0.05199961,0.015293069,1.261825668,1598,0,0
341,Female,59+,Hispanic,HSG/GED,0.012495526,0.004716693,0.982109155,384,3.86E-88,7.09E-88
342,Female,59+,Hispanic,Some college/TS,0.010120074,0.003871724,0.967113603,311,1.26E-69,2.17E-69
343,Female,59+,Hispanic,>=College grad,0.001106375,0.002662197,-0.879621886,34,1.20E-07,1.46E-07
344,Female,59+,NH Asian,<HSG,0.001399239,0.003922864,-1.03342412,43,1.47E-12,1.95E-12
345,Female,59+,NH Asian,HSG/GED,0.000683349,0.001643921,-0.87879569,21,3.23E-05,3.65E-05
346,Female,59+,NH Asian,Some college/TS,0.000878592,0.002301825,-0.964563024,27,1.93E-07,2.29E-07
347,Female,59+,NH Asian,>=College grad,0.000162702,0.003439006,-3.054298603,5,1.01E-22,1.48E-22
348,Female,59+,NH Black,<HSG,0.065536429,0.010620967,1.876880984,2014,0,0
349,Female,59+,NH Black,HSG/GED,0.030360223,0.005618533,1.712258963,933,0,0
350,Female,59+,NH Black,Some college/TS,0.03016498,0.011052589,1.023532163,927,2.43E-225,4.99E-225
351,Female,59+,NH Black,>=College grad,0.002798477,0.004264538,-0.422729768,86,8.01E-05,8.98E-05
352,Female,59+,NH White,<HSG,0.039796948,0.02497521,0.48122461,1223,3.01E-62,5.11E-62
353,Female,59+,NH White,HSG/GED,0.060102177,0.060947432,-0.014865362,1847,0.535669723,0.542537283
354,Female,59+,NH White,Some college/TS,0.050567831,0.077990201,-0.462575819,1554,7.27E-72,1.26E-71
355,Female,59+,NH White,>=College grad,0.006085061,0.046919216,-2.084542567,187,3.51E-251,7.39E-251
356,Female,59+,Other,<HSG,0.000878592,0.000238496,1.304608283,27,3.68E-13,4.97E-13
357,Female,59+,Other,HSG/GED,0.000846051,0.00194766,-0.834907099,26,1.19E-05,1.36E-05
358,Female,59+,Other,Some college/TS,0.000618268,0.008176535,-2.589693075,19,5.30E-49,8.72E-49
359,Female,59+,Other,>=College grad,9.76E-05,0.001104526,-2.427083447,3,2.48E-11,3.16E-11
