,Gender,Age_Group,Race_or_Ethnicity,Education,Observed_Rate,Ideal_Rate,LogDisparity,user_n,pValue,BH_p
270,Female,45-64,Hispanic,Some college/TS,0.005271378,0.010606249,-0.704529078,54,1.36E-07,2.04E-07
271,Female,45-64,Hispanic,>=College grad,0.002245217,0.003050941,-0.307455976,23,0.139231519,0.152321662
272,Female,45-64,NH White,<HSG,0.011226084,0.007954022,0.347865949,115,0.000192867,0.000254505
273,Female,45-64,NH White,HSG/GED,0.038754393,0.016611853,0.869901572,397,7.83E-69,2.44E-68
274,Female,45-64,NH White,Some college/TS,0.057692308,0.043852301,0.288877189,591,7.87E-12,1.29E-11
275,Female,45-64,NH White,>=College grad,0.03270207,0.028869094,0.128621495,335,0.02050682,0.024081403
276,Female,45-64,NH Black,<HSG,0.014935572,0.007908137,0.642962197,153,9.74E-16,1.66E-15
277,Female,45-64,NH Black,HSG/GED,0.01971886,0.004920187,1.40321253,202,1.17E-101,4.05E-101
278,Female,45-64,NH Black,Some college/TS,0.022452167,0.013092888,0.548846675,230,7.86E-17,1.40E-16
279,Female,45-64,NH Black,>=College grad,0.010835611,0.008392227,0.257999245,111,0.006709517,0.008179221
280,Female,45-64,Other,<HSG,0.006345178,0.001127488,1.732939977,65,8.53E-56,2.60E-55
281,Female,45-64,Other,HSG/GED,0.008102304,0.002709555,1.10078615,83,8.65E-26,1.81E-25
282,Female,45-64,Other,Some college/TS,0.007614213,0.004639211,0.498465761,78,9.38E-06,1.35E-05
283,Female,45-64,Other,>=College grad,0.010054666,0.007363868,0.314165913,103,0.001445398,0.00185011
284,Female,64+,Hispanic,<HSG,0.006345178,0.014021038,-0.800618691,65,3.91E-11,6.18E-11
285,Female,64+,Hispanic,HSG/GED,0.002245217,0.005975014,-0.982529528,23,9.66E-07,1.42E-06
286,Female,64+,Hispanic,Some college/TS,0.001073799,0.00187672,-0.55912654,11,0.060428506,0.068449989
287,Female,64+,Hispanic,>=College grad,0.000878563,0.002647912,-1.105011432,9,0.000492588,0.000636882
288,Female,64+,NH White,<HSG,0.007907068,0.019751214,-0.927468335,81,6.97E-18,1.29E-17
289,Female,64+,NH White,HSG/GED,0.024599766,0.034689499,-0.354098171,252,2.40E-08,3.65E-08
290,Female,64+,NH White,Some college/TS,0.023135494,0.042151957,-0.61957196,237,9.83E-22,2.03E-21
291,Female,64+,NH White,>=College grad,0.0145451,0.008947013,0.491598997,149,1.78E-09,2.74E-09
292,Female,64+,NH Black,<HSG,0.007321359,0.011687467,-0.472129119,75,3.93E-05,5.41E-05
293,Female,64+,NH Black,HSG/GED,0.009761812,0.001979009,1.603710745,100,2.71E-70,8.66E-70
294,Female,64+,NH Black,Some college/TS,0.006540414,0.006910792,-0.055456728,67,0.65090596,0.671902927
295,Female,64+,NH Black,>=College grad,0.003514252,0.002857498,0.207539219,36,0.213029788,0.227231773
296,Female,64+,Other,<HSG,0.00312378,0.007617259,-0.895890631,32,1.69E-07,2.51E-07
297,Female,64+,Other,HSG/GED,0.004490433,0,-8888888,46,-8888888,-39233712.55
298,Female,64+,Other,Some college/TS,0.002538071,0.008636911,-1.230773729,26,2.54E-11,4.07E-11
299,Female,64+,Other,>=College grad,0.002635689,0.002902613,-0.096734301,27,0.615541565,0.640563579
